iter	RMSE
358	4046.7967
359	4045.544514
360	4044.892442
361	4044.304117
362	4043.17199
363	4042.322271
364	4040.600382
365	4039.657247
366	4038.181404
367	4037.905392
368	4036.257339
369	4034.40947
370	4033.245944
371	4031.802636
372	4031.447604
373	4030.893294
374	4030.531872
375	4028.90941
376	4028.118634
377	4027.51749
378	4026.678407
379	4025.940929
380	4024.418413
381	4022.927604
382	4021.65839
383	4020.343579
384	4019.385672
385	4018.448023
386	4016.643111
387	4015.811517
388	4013.930285
389	4012.744908
390	4012.013124
391	4010.651977
392	4009.668499
393	4009.005517
394	4007.082828
395	4006.497482
396	4005.029638
397	4004.054812
398	4003.584836
399	4002.55672
400	4001.829168
401	4000.714587
402	3999.943103
403	3998.415461
404	3997.173722
405	3995.950841
406	3994.493534
407	3993.114939
408	3991.203624
409	3989.714474
410	3988.999856
411	3987.17498
412	3986.735564
413	3985.582474
414	3985.251514
415	3983.940228
416	3983.55084
417	3982.491375
418	3980.304052
419	3979.796022
420	3978.718082
421	3978.186073
422	3976.270951
423	3975.470224
424	3974.604072
425	3973.72343
426	3972.962778
427	3972.285857
428	3971.097087
429	3969.947018
430	3968.669168
431	3968.1058
432	3967.391843
433	3966.168934
434	3965.632895
435	3964.841859
436	3963.589472
437	3963.215729
438	3961.939007
439	3960.570938
440	3958.532762
441	3958.252237
442	3957.089067
443	3956.625342
444	3956.062217
445	3954.450632
446	3953.935589
447	3952.825327
448	3951.967303
449	3950.647072
450	3950.366526
451	3949.865145
452	3949.230829
453	3948.498047
454	3947.282044
455	3945.927058
456	3945.252642
457	3942.929859
458	3942.640827
459	3942.063394
460	3940.979949
461	3940.017388
462	3939.451941
463	3938.150835
464	3937.719505
465	3936.026153
466	3934.885372
467	3933.275271
468	3931.572057
469	3927.643057
470	3925.793462
471	3924.728212
472	3923.872226
473	3922.819593
474	3921.869529
475	3919.231663
476	3917.583279
477	3917.116386
478	3916.501118
479	3915.48898
480	3914.971577
481	3914.67109
482	3913.519024
483	3913.276475
484	3912.82604
485	3912.260952
486	3912.080412
487	3910.830503
488	3910.214042
489	3909.14112
490	3907.741495
491	3907.178124
492	3906.036761
493	3904.995946
494	3903.993835
495	3903.788063
496	3903.062472
497	3902.155676
498	3901.303485
499	3900.322017
500	3899.933872
501	3898.728465
502	3897.506361
503	3893.565522
504	3892.011097
505	3890.549006
506	3890.009486
507	3888.463141
508	3887.809247
509	3887.373459
510	3886.115458
511	3884.780893
512	3883.911056
513	3882.401201
514	3881.602826
515	3881.248716
516	3879.875098
517	3879.010878
518	3877.790592
519	3876.890599
520	3876.179278
521	3875.726634
522	3874.896854
523	3873.871684
524	3872.989825
525	3872.559416
526	3871.520992
527	3870.632884
528	3869.990309
529	3869.497042
530	3868.779815
531	3868.128548
532	3867.67546
533	3866.224454
534	3865.289596
535	3864.63686
536	3863.390693
537	3862.62874
538	3862.300118
539	3860.827263
540	3860.105008
541	3859.016908
542	3858.094106
543	3856.671006
544	3855.786577
545	3855.558747
546	3854.328664
547	3853.829784
548	3852.980956
549	3851.933667
550	3851.315884
551	3850.549812
552	3850.067761
553	3849.489151
554	3848.265038
555	3847.651427
556	3847.278177
557	3846.467058
558	3845.22353
559	3844.953106
560	3844.650059
561	3844.227965
562	3843.953243
563	3843.028995
564	3842.535127
565	3841.563105
566	3840.818448
567	3840.133518
568	3839.154042
569	3838.358711
570	3838.03602
571	3837.322017
572	3836.944945
573	3836.485897
574	3835.858063
575	3835.428922
576	3835.00217
577	3834.191695
578	3833.993584
579	3833.56812
580	3832.996876
581	3832.329888
582	3831.667082
583	3830.603475
584	3829.738838
585	3828.594819
586	3827.457092
587	3826.319379
588	3825.195787
589	3824.890288
590	3824.689381
591	3823.690791
592	3822.788301
593	3821.074643
594	3819.655243
595	3817.993681
596	3816.238146
597	3815.185752
598	3814.956993
599	3814.599748
600	3814.143948
601	3813.607386
602	3812.218059
603	3811.311179
604	3810.675218
605	3810.095324
606	3809.622932
607	3808.670544
608	3808.194438
609	3807.047983
610	3806.166274
611	3805.542311
612	3805.193171
613	3803.904494
614	3803.418426
615	3803.153553
616	3802.369714
617	3801.163555
618	3800.030771
619	3799.002347
620	3798.220259
621	3797.138537
622	3796.768081
623	3795.578888
624	3794.507566
625	3793.852817
626	3792.31779
627	3790.940585
628	3789.282096
629	3788.514797
630	3786.403788
631	3785.661584
632	3784.804686
633	3784.262649
634	3783.860862
635	3783.475532
636	3783.196638
637	3782.364371
638	3781.588244
639	3780.926621
640	3778.908572
641	3778.44079
642	3777.98363
643	3776.910555
644	3775.985099
645	3775.491873
646	3774.899931
647	3774.449202
648	3773.692567
649	3773.280298
650	3772.404529
651	3771.859135
652	3771.571755
653	3771.190316
654	3770.575507
655	3769.269044
656	3767.765558
657	3766.863827
658	3765.719829
659	3765.052255
660	3764.183179
661	3763.363573
662	3761.268433
663	3760.802572
664	3760.352376
665	3759.767
666	3759.582918
667	3759.377524
668	3758.622879
669	3757.629961
670	3757.044402
671	3756.101103
672	3755.873193
673	3755.128398
674	3753.990053
675	3753.738127
676	3753.148619
677	3752.689377
678	3751.436161
679	3750.928171
680	3749.261551
681	3748.392064
682	3748.00123
683	3747.553323
684	3747.152967
685	3746.333133
686	3745.269121
687	3744.334986
688	3743.925181
689	3743.069302
690	3742.300142
691	3741.996606
692	3741.509569
693	3740.681822
694	3740.236219
695	3739.366072
696	3738.958254
697	3738.54244
698	3737.783054
699	3737.35533
700	3735.395027
701	3734.990564
702	3734.708961
703	3734.320971
704	3733.290735
705	3732.158961
706	3732.026014
707	3731.610678
708	3731.045725
709	3730.290904
710	3729.680663
711	3728.571958
712	3727.864601
713	3727.363649
714	3727.040147
715	3726.192526
716	3725.801892
717	3725.025369
718	3724.255739
719	3723.735049
720	3723.295613
721	3722.409029
722	3721.622302
723	3721.135512
724	3720.98167
725	3720.301419
726	3719.594711
727	3719.084488
728	3718.413847
729	3717.901925
730	3717.199701
731	3716.690897
732	3716.324035
733	3715.819545
734	3715.317219
735	3714.400666
736	3713.813132
737	3713.151225
738	3712.290841
739	3711.473786
740	3710.70089
741	3710.061231
742	3709.683513
743	3708.428485
744	3706.947524
745	3705.879382
746	3705.383175
747	3704.916651
748	3701.560134
749	3700.750641
750	3700.026236
751	3698.872806
752	3698.137647
753	3697.424915
754	3697.033231
755	3696.559508
756	3696.224804
757	3695.857446
758	3695.657513
759	3695.203952
760	3694.533473
761	3694.19884
762	3693.612876
763	3693.088934
764	3691.592977
765	3691.370142
766	3690.886815
767	3690.551084
768	3690.292813
769	3689.937489
770	3689.099222
771	3688.153647
772	3687.86857
773	3687.489904
774	3687.080991
775	3686.026002
776	3684.796542
777	3684.563063
778	3683.337343
779	3683.04498
780	3682.030929
781	3680.993274
782	3680.272762
783	3679.937345
784	3679.373224
785	3678.200674
786	3678.052511
787	3677.676864
788	3677.397523
789	3676.351536
790	3676.157064
791	3675.733141
792	3674.882453
793	3673.122083
794	3672.451655
795	3671.827124
796	3671.066821
797	3670.733179
798	3669.988689
799	3669.403834
800	3669.047749
801	3668.578145
802	3667.843585
803	3667.625913
804	3667.319372
805	3666.19266
806	3663.923702
807	3662.941686
808	3662.080101
809	3661.347855
810	3658.849964
811	3657.990813
812	3657.134793
813	3656.595102
814	3656.184512
815	3655.723801
816	3655.132834
817	3654.704563
818	3653.726901
819	3653.396233
820	3652.900915
821	3652.512376
822	3652.250818
823	3651.894524
824	3651.22599
825	3650.344365
826	3648.56941
827	3647.659212
828	3646.966862
829	3646.125711
830	3645.87805
831	3645.301232
832	3644.240998
833	3643.802274
834	3643.407845
835	3642.384126
836	3641.674285
837	3639.719255
838	3639.104861
839	3638.708646
840	3638.126345
841	3637.792124
842	3637.50711
843	3636.585746
844	3636.31533
845	3636.032361
846	3635.08595
847	3634.831762
848	3633.664826
849	3632.491691
850	3632.226415
851	3631.938503
852	3631.201529
853	3630.166771
854	3629.483084
855	3628.621839
856	3627.672251
857	3626.536029
858	3625.923068
859	3625.523234
860	3624.948413
861	3624.303503
862	3623.642054
863	3623.204678
864	3623.035976
865	3622.574115
866	3622.236829
867	3621.913524
868	3621.130262
869	3620.748313
870	3620.263556
871	3619.665466
872	3618.739739
873	3618.182158
874	3617.606109
875	3616.796377
876	3615.958238
877	3614.8063
878	3614.501164
879	3613.790756
880	3613.04782
881	3612.773902
882	3612.26071
883	3611.527633
884	3611.065909
885	3610.304044
886	3609.848041
887	3609.368418
888	3608.547703
889	3607.554839
890	3606.912974
891	3606.232914
892	3605.625092
893	3605.091058
894	3604.330033
895	3603.515996
896	3603.199367
897	3602.918179
898	3602.556834
899	3602.317985
900	3602.024879
901	3600.910078
902	3600.428611
903	3599.893248
904	3599.61251
905	3598.74156
906	3598.166684
907	3597.552388
908	3597.247113
909	3596.596197
910	3596.276274
911	3595.425187
912	3594.414883
913	3594.134442
914	3593.778561
915	3593.454943
916	3593.267679
917	3592.962114
918	3592.629607
919	3592.444349
920	3591.768268
921	3591.278599
922	3590.855141
923	3590.696785
924	3589.9302
925	3589.644702
926	3589.276412
927	3588.595942
928	3588.292067
929	3587.687889
930	3586.933867
931	3586.524171
932	3586.036204
933	3585.772775
934	3585.499106
935	3584.822565
936	3583.944892
937	3583.644469
938	3583.176741
939	3582.591356
940	3582.026477
941	3581.837311
942	3581.58293
943	3581.310627
944	3580.524697
945	3579.97799
946	3579.151283
947	3578.771057
948	3578.160835
949	3577.553446
950	3576.933966
951	3575.986406
952	3575.080543
953	3574.838081
954	3574.270078
955	3573.890764
956	3573.432914
957	3573.175262
958	3572.255682
959	3571.50951
960	3571.355563
961	3570.818988
962	3570.248739
963	3569.593403
964	3569.284691
965	3568.657991
966	3568.301282
967	3568.100959
968	3567.550346
969	3567.266117
970	3566.860928
971	3566.636235
972	3566.043305
973	3564.403895
974	3563.046311
975	3561.965421
976	3561.324498
977	3560.448797
978	3559.557717
979	3559.133065
980	3558.728547
981	3558.253361
982	3557.734778
983	3556.795487
984	3556.014888
985	3555.784291
986	3554.543119
987	3553.936622
988	3553.048418
989	3552.568695
990	3551.944315
991	3551.355657
992	3550.863724
993	3550.333751
994	3549.954068
995	3549.16
996	3548.880972
997	3548.424568
998	3547.745451
999	3547.251263
